0,1,2,3,4,class
-4.361994842741325,1.9152979783087054,0.7127493457876158,-0.3807969162662619,-0.021067031691198744,SEKER
-4.552057537824573,2.9513904540532683,2.11089379146641,-0.42776443840629025,1.2449982899143803,SEKER
-4.183627062727277,1.9257915821394285,0.4916553088346735,-0.11690954879256399,0.14281015449219384,SEKER
-3.582706662047177,1.9917428055496966,3.500238569826603,0.06070558868767193,0.8104869635700335,SEKER
-5.407904213007648,4.182169414926407,1.1461027495754663,-0.8256765521004593,-0.024801118150162095,SEKER
-4.298888549697261,2.430416703997681,0.6923223923801265,-0.3246287982027603,0.2819126912694861,SEKER
-3.7991108620536336,2.1942401028295704,1.9475677268444376,-0.7245052304069197,1.5828749296550204,SEKER
-4.361378667017756,2.549331130708712,0.8000522808436079,-0.3738950496329806,-0.10740367446694543,SEKER
-4.28200943449544,2.5123308159274784,0.9014939354550642,-0.39521400100088216,0.18544847068477227,SEKER
-4.223996008936951,2.3010346512759203,0.2654169673822838,-0.048271734836237846,-0.13368691296648957,SEKER
-4.290219790191928,2.610815244491878,0.9211332974515325,-0.47323906172763647,0.3541289990046847,SEKER
-4.588410210436296,3.2477547945657497,1.2193487260588014,-0.2870149201496306,0.26398403013447636,SEKER
-4.228563482723092,2.5524705293382275,0.873671107981702,-0.572047816945235,-0.12244507524603608,SEKER
-4.124797779197663,2.49132954994415,0.7786407140300202,0.20660098667872143,0.12411951280811252,SEKER
-4.526656167513741,3.0677657262682105,0.7994478819001841,-0.3768969092808921,0.27934289619451325,SEKER
-4.467135380722116,2.894505669249511,0.894383079256229,-0.6394177911832064,0.05468138503960256,SEKER
-4.145674877917194,2.503748360139051,0.952971671957056,-0.24232825716474973,0.2989224821994536,SEKER
-4.272298927967213,2.579970661008981,0.83447833834462,-0.5893501666139509,0.13548068739232869,SEKER
-4.5502905212346745,3.0651212013224556,0.8044090181505025,-0.5784220376519127,0.12529757519023782,SEKER
-4.370191676390938,2.6280515716535304,0.22614930405365807,-0.33165097303101915,-0.20931047215622717,SEKER
-4.141750539439151,2.235244209139298,0.03156589068563182,-0.2851722456933059,-0.4753966563423194,SEKER
-4.546534329185104,3.0788631341855996,0.5572554863967584,-0.5587648231552943,-0.21553473748141397,SEKER
-3.413091024804894,1.8887820865870815,2.4740083647270925,-0.6268295572980651,1.2806713461639587,SEKER
-3.20760797638061,0.9016327076293718,0.4494403786810955,-0.18973279860017908,0.3649634301610834,SEKER
-2.720824247860845,0.0841894734250214,0.312894737975153,-0.22903921379121042,-0.5613875504397083,SEKER
-4.726272814256308,3.6165083153786974,1.2392289693629348,-0.696154059654379,0.33283732526699905,SEKER
-4.123866650801444,2.6845953692750917,1.095979759021182,-0.3998831876881397,0.6440856682534201,SEKER
-4.166571573911381,2.4328575973247077,0.20987154536703745,-0.2474871084098228,-0.18271058001359353,SEKER
-3.8249693363519683,2.0946300673388842,0.8840416506346922,-0.15042089762467595,0.30547077828602703,SEKER
-3.9725214157967055,1.9963658680831553,-0.23476497141809083,-0.17180301773099094,-0.2568650209377054,SEKER
-4.374071001876732,3.0974715323199478,1.163348170471524,-0.5188443935002268,0.143876625467478,SEKER
-3.549435325117389,1.7425921749127136,0.9896484688151883,-0.2030067741479002,0.8009086271092423,SEKER
-3.5470414502125345,1.6567806917948258,0.6636082415292665,0.10075758745557864,0.4275030057275092,SEKER
-4.463986057031327,3.0104325851104616,0.4253491395761798,-0.352763073873195,-0.21219020566079838,SEKER
-4.6960967276904,3.405040622963309,0.5811248203525299,-0.5909266276326135,-0.14799635210634532,SEKER
